token_id,token_string,cleaned_token,token_label,has_leading_space,primary_signal,confidence_level,llm_category,final_category,n_contexts,has_contexts,gpu_id
269,Ġf,f,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
270,Ġb,b,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
271,Ġan,an,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0
272,ing,ing,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
273,Ġof,of,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
274,ar,ar,subword_en,False,SUBTOKEN,very_high,VERB,VERB_LEXICAL,10,True,0
275,Ġin,in,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
276,ou,ou,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
277,Ġd,d,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
278,Ġm,m,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
279,ion,ion,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
280,ic,ic,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
281,Ġto,to,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
282,le,le,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
284,as,as,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
285,Ġand,and,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0
287,ro,ro,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
288,Ġh,h,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
289,Ġth,th,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
290,ent,ent,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
291,ct,ct,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0
292,et,et,subword_en,False,SUBTOKEN,medium,SUFFIX,SUFFIX,10,True,0
293,el,el,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
294,Ġre,re,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0
295,Ġn,n,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
296,st,st,subword_en,False,SUBTOKEN,low,PREFIX,PREFIX,10,True,0
297,om,om,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
298,Ġl,l,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
299,Ġe,e,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
300,il,il,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
301,id,id,subword_en,False,SUBTOKEN,low,VERB,VERB_LEXICAL,10,True,0
302,ot,ot,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
303,im,im,subword_en,False,SUBTOKEN,high,PREFIX,PREFIX,10,True,0
304,ig,ig,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
305,Ġg,g,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
306,ve,ve,subword_en,False,WORD,high,CONTRACTION,CONTRACTION,10,True,0
307,ut,ut,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
308,ĠT,T,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
309,ĠI,I,word_en,True,WORD,high,PRONOUN,PRONOUN_PERSONAL,10,True,0
310,Ġis,is,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0
311,ol,ol,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
312,am,am,subword_en,False,WORD,high,VERB,VERB_AUXILIARY,10,True,0
314,ly,ly,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
316,us,us,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
317,ac,ac,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
318,ation,ation,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
319,ow,ow,subword_en,False,SUBTOKEN,very_high,INTERJECTION,INTERJECTION,10,True,0
320,Ġbe,be,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0
321,ur,ur,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
322,ĠS,S,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
323,Ġfor,for,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
324,ad,ad,subword_en,False,SUBTOKEN,low,PREFIX,PREFIX,10,True,0
326,Ġthat,that,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0
327,Ġon,on,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
328,un,un,subword_en,False,SUBTOKEN,high,PREFIX,PREFIX,10,True,0
329,ĠA,A,word_en,True,WORD,high,FUNCTION,FUNCTION_DET,10,True,0
330,ĠC,C,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
331,Ġst,st,word_en,True,WORD,medium,FUNCTION,FUNCTION_PARTICLE,10,True,0
332,ver,ver,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
333,ay,ay,subword_en,False,SUBTOKEN,very_high,VERB,VERB_LEXICAL,10,True,0
334,ith,ith,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
335,ul,ul,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
336,ce,ce,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
338,if,if,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0
339,se,se,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
340,Ġy,y,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
342,Ġwith,with,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
343,ir,ir,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
344,Ġhe,he,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
345,Ġcon,con,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
347,Ġas,as,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
348,ch,ch,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
350,ter,ter,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
351,od,od,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
352,Ġit,it,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
353,ĠM,M,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
354,Ġpro,pro,word_en,True,WORD,very_high,NOUN_PROPER,NOUN_PROPER,10,True,0
355,Ġal,al,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
356,ag,ag,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
357,ab,ab,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
358,em,em,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
359,Ġwe,we,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
360,um,um,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
362,Ġv,v,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
363,ri,ri,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
364,Ġwh,wh,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
365,pe,pe,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
366,ate,ate,subword_en,False,SUBTOKEN,high,VERB,VERB_LEXICAL,10,True,0
367,ĠP,P,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
368,Ġyou,you,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
369,Ġwas,was,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0
371,qu,qu,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
372,Ġde,de,word_en,True,WORD,medium,FUNCTION,FUNCTION_PARTICLE,10,True,0
373,res,res,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
375,os,os,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0
376,ra,ra,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
377,pp,pp,subword_en,False,AMBIGUOUS,subtoken_leaning,PREFIX,PREFIX,10,True,0
378,ĠB,B,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
379,her,her,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
380,ĠThe,The,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0
382,ist,ist,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
383,est,est,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0
384,ht,ht,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
385,Ġex,ex,word_en,True,WORD,medium,FUNCTION,FUNCTION_PARTICLE,10,True,0
386,ant,ant,subword_en,False,SUBTOKEN,very_high,VERB,VERB_LEXICAL,10,True,0
387,Ġat,at,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
388,ĠH,H,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
389,Ġcom,com,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0
390,Ġor,or,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0
391,Ġr,r,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
392,ld,ld,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
394,th,th,subword_en,False,SUBTOKEN,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0
395,and,and,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0
396,Ġse,se,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
398,ers,ers,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
399,ĠD,D,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
400,iv,iv,subword_en,False,ROMAN_NUMERAL,high,SUFFIX,SUFFIX,10,True,0
401,ĠF,F,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
402,Ġsu,su,word_en,True,WORD,low,PRONOUN,PRONOUN,10,True,0
403,Ġare,are,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0
404,ain,ain,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0
405,ess,ess,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
406,oc,oc,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
407,Ġby,by,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
408,ill,ill,subword_en,False,SUBTOKEN,very_low,VERB,VERB_LEXICAL,10,True,0
409,rom,rom,subword_en,False,SUBTOKEN,low,PREFIX,PREFIX,10,True,0
410,ore,ore,subword_en,False,SUBTOKEN,medium,ADVERB,ADVERB,10,True,0
411,ĠW,W,word_en,True,SINGLE_CHAR_FRAGMENT,high,NOUN_PROPER,NOUN_PROPER,10,True,0
412,op,op,subword_en,False,SUBTOKEN,high,PREFIX,PREFIX,10,True,0
413,ke,ke,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
414,ity,ity,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
415,oun,oun,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
416,ĠR,R,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
417,Ġnot,not,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0
418,ĠL,L,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
419,Ġha,ha,word_en,True,WORD,low,INTERJECTION,INTERJECTION,10,True,0
420,ment,ment,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
421,ction,ction,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
422,ive,ive,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
423,end,end,subword_en,False,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0
425,Ġne,ne,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
427,ĠN,N,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
429,ight,ight,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
430,ort,ort,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
431,pt,pt,subword_en,False,SUBTOKEN,medium,PREFIX,PREFIX,10,True,0
432,Ġfrom,from,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
433,red,red,subword_en,False,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0
435,art,art,subword_en,False,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0
436,Ġthis,this,word_en,True,WORD,very_high,PRONOUN,PRONOUN_DEMONSTRATIVE,10,True,0
437,ell,ell,subword_en,False,SUBTOKEN,very_high,VERB,VERB_LEXICAL,10,True,0
438,ud,ud,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
439,Ġsh,sh,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
440,Ġun,un,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
441,Ġus,us,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
442,te,te,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
443,ĠG,G,word_en,True,SINGLE_CHAR_FRAGMENT,high,NOUN_PROPER,NOUN_PROPER,10,True,0
444,ĠE,E,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
445,ren,ren,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
446,pl,pl,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
447,ies,ies,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
448,Ġch,ch,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
450,ould,ould,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
451,ial,ial,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
452,Ġhave,have,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0
453,fe,fe,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
454,our,our,subword_en,False,WORD,very_high,PRONOUN,PRONOUN,10,True,0
455,all,all,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0
456,ated,ated,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
458,Ġle,le,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
459,ure,ure,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
460,ine,ine,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
461,ust,ust,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
462,og,og,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
463,ge,ge,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
465,Ġk,k,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
466,ie,ie,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
468,per,per,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
469,ich,ich,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
471,ack,ack,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
472,ard,ard,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
473,ĠO,O,word_en,True,SINGLE_CHAR_FRAGMENT,high,INTERJECTION,INTERJECTION,10,True,0
474,ical,ical,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
476,Ġcan,can,word_en,True,WORD,very_high,VERB,VERB_MODAL,10,True,0
478,iz,iz,subword_en,False,SUBTOKEN,very_high,VERB,VERB_LEXICAL,10,True,0
479,Ġme,me,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0
480,Ġj,j,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,FUNCTION_PARTICLE,10,True,0
482,ame,ame,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
483,out,out,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0
484,up,up,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
485,ome,ome,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0
486,age,age,subword_en,False,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0
487,ib,ib,subword_en,False,SUBTOKEN,very_high,PREFIX,PREFIX,10,True,0
488,Ġwhe,whe,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
489,ue,ue,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
490,Ġab,ab,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
491,der,der,subword_en,False,SUBTOKEN,medium,PREFIX,PREFIX,10,True,0
492,Ġtr,tr,word_en,True,WORD,low,FUNCTION,FUNCTION_PARTICLE,10,True,0
493,ost,ost,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0
494,able,able,subword_en,False,WORD,very_high,ADJECTIVE,ADJECTIVE,10,True,0
496,ĠIn,In,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0
